label,text,char_count,word_count,clean_text,target
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,104,19,im saying havent explicitly told nora know someone im probably gon na bother,0
ham,Are you plans with your family set in stone ?,45,10,plan family set stone,0
ham,And miss vday the parachute and double coins??? U must not know me very well...,79,15,miss vday parachute double coin u must know well,0
ham,Sorry . I will be able to get to you. See you in the morning.,61,15,sorry able get see morning,0
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",157,30,idea guess well work hour supposed leave since usual nobody interest figuring shit last second,0
ham,Not a drop in the tank,22,6,drop tank,0
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",372,76,sir late paying rent past month pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks,0
ham,It's ok i wun b angry. Msg u aft i come home tonight.,53,13,ok wun b angry msg u aft come home tonight,0
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,66,13,want sent ltgt mesages today thats sorry hurt,0
ham,Those were my exact intentions,30,5,exact intention,0
ham,Are you available for soiree on June 3rd?,41,8,available soiree june rd,0
ham,You still at grand prix?,24,5,still grand prix,0
ham,Are you free now?can i call now?,32,7,free nowcan call,0
spam,You have 1 new message. Please call 08718738034.,48,8,new message please call,1
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,63,10,brother transfered ltgt ltgt pa,0
ham,See you there! ,15,3,see,0
ham,Wat uniform? In where get?,26,5,wat uniform get,0
ham,Lol u still feeling sick?,25,5,lol u still feeling sick,0
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",139,25,someone u know asked dating service contact cant guess call revealed pobox l hb p,1
ham,"Awesome, think we can get an 8th at usf some time tonight?",58,12,awesome think get th usf time tonight,0
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,57,15,really need kiss u miss u baby ur baby eva,0
ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",131,26,alrite hunnywot u nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen xxx,0
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,133,28,hey hunonbus goin meet want go meal donyt feel like cuz get last bus homebut he sweet latelyxxx,0
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,72,12,ywhere u dogbreath sounding like jan c thatåõs al,0
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",149,35,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose,0
ham,&lt;#&gt;  am I think? Should say on syllabus,45,8,ltgt think say syllabus,0
ham,Are you wet right now?,22,5,wet right,0
ham,Well she's in for a big surprise!,33,7,well shes big surprise,0
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,147,34,squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd u r lucky none people hate u,0
ham,Your brother is a genius,24,5,brother genius,0
ham,Ok lor then we go tog lor...,28,7,ok lor go tog lor,0
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",75,14,sir receive account another hr time sorry delay,0
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,65,13,maybe woke fucking wouldnt problem,0
ham,Happy new years melody!,23,4,happy new year melody,0
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,159,27,ur ringtone service changed free credit go club mobilescom choose content stop txt club stop pwk club po box mk wt,1
ham,Wif my family booking tour package.,35,6,wif family booking tour package,0
ham,We left already we at orchard now.,34,7,left already orchard,0
ham,Nope. I just forgot. Will show next week,40,8,nope forgot show next week,0
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,141,30,dont look back building coat dont want get sick hurry home wear coat gym,0
ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",124,26,getting ticket walsall tue th march mate getting sat ill pay treat want go txt bak terry,0
ham,Raviyog Peripherals bhayandar east,34,4,raviyog peripheral bhayandar east,0
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,98,21,uworld site buying qbank buying self assessment also,0
ham,Carlos'll be here in a minute if you still need to buy,54,12,carlosll minute still need buy,0
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,51,10,kinda first one get twelve aah speak tomo,0
ham,We will meet soon princess! Ttyl!,33,6,meet soon princess ttyl,0
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,155,32,ive barred b q store lifethis twat orange dungerees came asked wanted decking got first punch,0
ham,Umma my life and vava umma love you lot dear,44,10,umma life vava umma love lot dear,0
ham,True. Its easier with her here.,31,6,true easier,0
ham,I will spoil you in bed as well :),34,9,spoil bed well,0
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,107,25,thanx today cer nice catch ave find time often oh well take care c u soonc,0
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",102,20,make time tonight whenever cool text whenever youre around,0
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,89,15,unique user id removal send stop customer service,1
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",133,30,hey look like wrong one kappa guy number still phone want text see he around,0
ham,Aiyar sorry lor forgot 2 tell u...,34,7,aiyar sorry lor forgot tell u,0
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",152,37,wow love sooo much know barely stand wonder day go well love think miss,0
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",160,28,contract mobile mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,1
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),185,35,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan,0
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",431,89,cant keep going never intention run choose rather keep room clean dont say visitor maybe thats best choice yes wanted embarassed maybe youd feel feel friend want drop buy say happened morning ive tried everything dont know else,0
ham,Remember on that day..,22,4,remember day,0
ham,Great! I have to run now so ttyl!,33,8,great run ttyl,0
ham,Sorry da. I gone mad so many pending works what to do.,54,12,sorry da gone mad many pending work,0
ham,Ok... I din get ur msg...,25,6,ok din get ur msg,0
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,138,22,goldviking inviting friend reply yes see stop send stop frnd,1
ham,I'm leaving my house now...,27,5,im leaving house,0
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,101,23,hey still want go yogasana coz end cine go bathe hav steam bath,0
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",146,23,free message activate free text message replying message word free term condition visit,1
spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",145,24,urgent mobile awarded å£ bonus caller prize nd attempt contact call box qu,1
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,72,15,x course yr message messenger lik r sending,0
ham,Lovely smell on this bus and it ain't tobacco... ,49,9,lovely smell bus aint tobacco,0
ham,Yes! How is a pretty lady like you single?,42,9,yes pretty lady like single,0
ham,U buy newspapers already?,25,4,u buy newspaper already,0
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",136,32,hi theyre keen go kind feel shouldnt go tomo dont mind,0
ham,So why didnt you holla?,23,5,didnt holla,0
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67,13,watching surya movie pm vijay movie pokkiri,0
ham,Yar... I tot u knew dis would happen long ago already.,54,11,yar tot u knew dis would happen long ago already,0
ham,"That means you got an A in epi, she.s fine. She.s here now.",59,13,mean got epi shes fine shes,0
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,154,37,stand away doesnt heart ache without dont wonder dont crave,0
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",204,30,good evening sir al salam wahleykkumsharing happy newsby grace god got offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india,0
ham,I donno if they are scorable,28,6,donno scorable,0
ham,You made my day. Do have a great day too.,41,10,made day great day,0
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,123,26,ive sent wife text buy shell tell relax go get wkend,0
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",138,29,aight ive set free think could text blake address occurs im quite sure im thought,0
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",150,26,superb thought grateful u dont everything u want mean u still opportunity happier tomorrow u today,0
ham,I called but no one pick up e phone. I ask both of them already they said ok.,77,18,called one pick e phone ask already said ok,0
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",74,13,hi frnd best way avoid missunderstding wit beloved one,0
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",92,19,cool let know kick around ltgt ill day,0
ham,"Haha get used to driving to usf man, I know a lot of stoners",60,14,haha get used driving usf man know lot stoner,0
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),140,30,girl many local u r virgin r ready fil ur every sexual need u fil text cute å£ p,1
ham,Why you keeping me away like this,33,7,keeping away like,0
ham,The bus leaves at  &lt;#&gt; ,29,5,bus leaf ltgt,0
ham,Hahaha..use your brain dear,27,4,hahahause brain dear,0
ham,I will reach ur home in  &lt;#&gt;  minutes,43,8,reach ur home ltgt minute,0
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),93,19,ì© ardìä rest ard leastwhich ì© price ì© bedrm,0
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",142,29,hello news job making wait fifth week yeah im woozles weasel exeter still home,0
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,155,22,dear xxxxxxx uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuite landsroww j hl ldn yr,1
ham,Hurry home. Soup is DONE!,25,5,hurry home soup done,0
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,137,22,bank granite issue strongbuy explosive pick member nasdaq symbol cdgt per,1
ham,* You gonna ring this weekend or wot?,37,8,gon na ring weekend wot,0
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,70,15,rushing im working im school rush go hungry,0
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,126,30,hi babe u r likely bed im sorry tonight really wan na see u tomorrow call love xxx,0
ham,Anything lor. Juz both of us lor.,33,7,anything lor juz u lor,0
ham,"Sorry pa, i dont knw who ru pa?",31,8,sorry pa dont knw ru pa,0
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",381,76,problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad,0
ham,Mm that time you dont like fun,30,7,mm time dont like fun,0
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",56,11,boy late home father power frndship,0
ham,ÌÏ thk of wat to eat tonight.,29,7,ìï thk wat eat tonight,0
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,156,31,good afternoon boytoy go walking day get police abstract still wake miss babe,0
ham,Mm feeling sleepy. today itself i shall get that dear,53,10,mm feeling sleepy today shall get dear,0
ham,You could have seen me..i did't recognise you Face.:),53,9,could seen mei didt recognise face,0
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,83,16,dont put stuff road keep getting slippery,0
ham,"Alright if you're sure, let me know when you're leaving",55,10,alright youre sure let know youre leaving,0
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",138,31,al moan n e thin go wrong faultal de argument r faultfed himso bother hav go thanxxx,0
ham,"Get the door, I'm here",22,5,get door im,0
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",147,27,selected stay top british hotel nothing holiday worth å£ claim call london bx sw s,1
ham,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.,86,20,meeting ì rite ill go home lor ì dun feel like comin ok,0
ham,Ok lor. I'm in town now lei.,28,7,ok lor im town lei,0
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,119,24,say hell give call friend got money he definitely buying end week,0
ham,Ok k..sry i knw 2 siva..tats y i askd..,39,9,ok ksry knw sivatats askd,0
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,40,9,much fight good nite,0
ham,Speaking of does he have any cash yet?,38,8,speaking cash yet,0
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,110,21,dont forget though love walk beside watching keeping heart warm,0
ham,\HEY KATE,9,2,hey kate,0
ham,Oh baby of the house. How come you dont have any new pictures on facebook,73,15,oh baby house come dont new picture facebook,0
ham,"Until 545 lor... Ya, can go 4 dinner together...",48,9,lor ya go dinner together,0
ham,U attend ur driving lesson how many times a wk n which day?,59,13,u attend ur driving lesson many time wk n day,0
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",132,29,haha leg neck killing amigo hoping end night burn think could swing like hour,0
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps ,71,14,looking forward sex cuddling two sleep,0
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,174,35,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish,0
ham,S but not able to sleep.,24,6,able sleep,0
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,134,21,hows going got exciting karaoke type activity planned im debating whether play football eve feeling lazy though,0
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,131,29,babe miiiiiiissssssssss need crave geeee im sad without babe love,0
ham,So dont use hook up any how,27,7,dont use hook,0
ham,You'll never believe this but i have actually got off at taunton. Wow,69,13,youll never believe actually got taunton wow,0
ham,Yar but they say got some error.,32,7,yar say got error,0
ham,No he didn't. Spring is coming early yay!,41,8,didnt spring coming early yay,0
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,146,32,boltblue tone p reply poly mono eg poly cha cha slide yeah slow jamz toxic come stop tone txt,1
ham,"K, can that happen tonight?",27,5,k happen tonight,0
ham,Hey they r not watching movie tonight so i'll prob b home early...,66,13,hey r watching movie tonight ill prob b home early,0
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",89,18,jane babe goin wrk feel ill lst nite foned already cover chuck,0
ham,R Ì_ going 4 today's meeting?,29,6,r ì going today meeting,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,158,27,december mobile mths entitled update latest colour camera mobile free call mobile update co free,1
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",136,20,new tone week include mcflyall ab sara jorgeshock smithswitch order follow instruction next message,1
ham,Leave it. U will always be ignorant.,36,7,leave u always ignorant,0
ham,"Just looked it up and addie goes back Monday, sucks to be her",61,13,looked addie go back monday suck,0
ham,Are you ok. What happen to behave like this,43,9,ok happen behave like,0
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",121,27,oh rite well im best mate pete went week geva longer week,0
spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",120,20,urgent mobile awarded å£ bonus caller prize final attempt contact u call,1
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,235,46,uncle boye need movie oh guide plus know torrent particularly legal system slowing gr day plus started co dont meet online honey moon,0
ham,Like a personal sized or what,29,6,like personal sized,0
ham,K still are you loving me.,26,6,k still loving,0
ham,K:)all the best:)congrats...,28,3,kall bestcongrats,0
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,110,21,okay lor wah like def wont let u go haha say term condition,0
ham,Hope you are feeling great. Pls fill me in. Abiola,50,10,hope feeling great pls fill abiola,0
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,78,15,checking really miss seeing jeremiah great month,0
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",151,29,good afternon love today hope good maybe interview wake miss babe passionate kiss across sea,0
ham,Lil fever:) now fine:),22,4,lil fever fine,0
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",155,24,review keep fantastic nokia ngage game deck club nokia go unsubscribe alert reply word,1
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,144,33,sexy sexy cum text im wet warm ready porn u fun msg free recd msg p inc vat cancel text stop,1
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",148,17,urgent nd attempt contact uu å£ call b tcsbcm wc n xxcallcost ppmmobilesvary maxå£,1
ham,I don't think he has spatula hands!,35,7,dont think spatula hand,0
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,64,14,ok problem yup im going sch rem correctly,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,157,27,urgent trying contact u today draw show å£ prize guaranteed call land line claim c valid hr,1
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,159,27,true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing,0
ham,At home also.,13,3,home also,0
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,73,15,ok day making dinner tonite invited,0
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",85,15,would good û ill phone tomo lunchtime shall organise something,0
ham,Thinkin about someone is all good. No drugs for that,52,10,thinkin someone good drug,0
ham,i see. When we finish we have loads of loans to pay,51,12,see finish load loan pay,0
ham,Many more happy returns of the day. I wish you happy birthday.,62,12,many happy return day wish happy birthday,0
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,60,12,thank u better work cause feel used otherwise,0
ham,Why tired what special there you had,36,7,tired special,0
ham,Lol now I'm after that hot air balloon!,39,8,lol im hot air balloon,0
ham,"sorry brah, just finished the last of my exams, what up",55,11,sorry brah finished last exam,0
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,146,30,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep,0
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,77,16,know girl always safe selfish know got pa thank good night,0
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,86,18,know account detailsi ask mom send youmy mom reach,0
ham,How long does applebees fucking take,36,6,long applebees fucking take,0
ham,That one week leave i put know that time. Why.,46,10,one week leave put know time,0
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",89,18,got hella gas money want go grand nature adventure galileo little bit,0
ham,Dun need to use dial up juz open da browser n surf...,53,12,dun need use dial juz open da browser n surf,0
ham,"I'm not sure, I was just checking out what was happening around the area",72,14,im sure checking happening around area,0
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,104,17,whats happening gotten job begun registration permanent residency,0
ham,Yeah right! I'll bring my tape measure fri!,43,8,yeah right ill bring tape measure fri,0
ham,Dude got a haircut. Now its breezy up there,43,9,dude got haircut breezy,0
ham,They did't play one day last year know even though they have very good team.. Like india.,89,17,didt play one day last year know even though good team like india,0
ham,Surely result will offer:),26,4,surely result offer,0
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,163,28,call listen extreme dirty live chat going office right total privacy one know sic listening p min mp,1
ham,Thts god's gift for birds as humans hav some natural gift frm god..,67,13,thts god gift bird human hav natural gift frm god,0
ham,Please tell me not all of my car keys are in your purse,55,13,please tell car key purse,0
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),126,25,sell well ton coin sell coin someone thru paypal voila money back life pocket,0
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,122,22,prof passed paper sem congrats student enna kalaachutaarama prof gud mrng,0
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",142,22,affidavit say ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow,0
ham,You dont know you jabo me abi.,30,7,dont know jabo abi,0
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,127,26,told tell stupid hear wont tell anything dad called brother spoken,0
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",157,26,thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer service,1
ham,You flippin your shit yet?,26,5,flippin shit yet,0
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,69,15,waiting tv show start lor u leh still busy ur report,0
ham,ELLO BABE U OK?,15,4,ello babe u ok,0
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,195,39,sorry pain ok meet another night spent late afternoon casualty mean havent done stuff moro includes time sheet sorry,0
ham,From 5 to 2 only my work timing.,32,8,work timing,0
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",130,26,wait thats still clear sure sarcastic thats x doesnt want live u,0
ham,Goodmorning sleeping ga.,24,3,goodmorning sleeping ga,0
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",102,19,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor,0
ham,I've reached home finally...,28,4,ive reached home finally,0
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,108,22,missed call cause yelling scrappy miss u cant wait u come home im lonely today,0
ham,You said not now. No problem. When you can. Let me know.,56,12,said problem let know,0
ham,"Yo, the game almost over? Want to go to walmart soon",52,11,yo game almost want go walmart soon,0
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,101,13,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen email call,1
ham,Yes.i'm in office da:),22,4,yesim office da,0
ham,"Yeah, where's your class at?",28,5,yeah wheres class,0
ham,O ic lol. Should play 9 doors sometime yo,41,9,ic lol play door sometime yo,0
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",156,26,hello orange month free access game news sport plus free text photo message reply yes term apply,1
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,136,30,im sick im needy want pout stomp foot pout stomp foot want slave want,0
ham,Mum ask Ì_ to buy food home...,30,7,mum ask ì buy food home,0
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,130,26,girl stay bed girl doesnt need recovery time id rather pas fun cooped bed,0
ham,Also remember to get dobby's bowl from your car,47,9,also remember get dobbys bowl car,0
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,60,15,frens go lor alone wif mum n si lor,0
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,122,26,wheres mummy boy good bad positive negative mummy made wait hmmmm,0
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,85,18,c movie juz last minute decision mah juz watch lar tot ì interested,0
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",101,19,wonderful okors great month cherish guy wish well day mojibiola,0
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",76,16,sorry man stash ran dry last night cant pick sunday,0
ham,Thank you. do you generally date the brothas?,45,8,thank generally date brothas,0
ham,I want to go to perumbavoor,27,6,want go perumbavoor,0
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",105,21,yeah there barely enough room two u x many fucking shoe sorry man see later,0
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,158,38,hey loverboy love tell look picture ache feel leg fuck want need crave,0
